keyword,time,title,URL,content
이천수,2026.04.30 23:16,디아블 축구로 치면이천수기성용 둘 중 하나 아니냐,https://gall.dcinside.com/mgallery/board/view/?id=essharks&no=225524,반성하고 절치부심하면 기성용 못 고치면 이천수 - dc official App
이천수,2026.04.30 17:00,뱀새끼 박쥐 사이트 들락거리고 화내지마라,https://gall.dcinside.com/mgallery/board/view/?id=arsenalfc&no=2877363,생각해봐라 창민이 이천수 감스트항공사박문성 빨아재끼는 사이트인데 그새끼들이랑 의견 일치하는게 오히려 병신 같다고 생각되지 않냐?
이천수,2026.04.30 15:31,디아블은이천수마인든가,https://gall.dcinside.com/mgallery/board/view/?id=ktsports&no=1607221,여기서 잘해서 레알가겠습니다
이천수,2026.04.30 13:43,옜날이천수고종수가 이런애들이 손흥민보다 프리킥 잘찼다는거?,https://gall.dcinside.com/board/view/?id=football_new9&no=5168712,지리긴 하네 박주영은 이제 손흥민이 넘은거 같기도 하고
이천수,2026.04.30 11:33,군대가면..이천수싸이 성시경 같은 선임들이 쫙 깔려있다. 거기 조지,https://gall.dcinside.com/mgallery/board/view/?id=foreversingle&no=3787,거기 해맑은 신병이 들어온다..
이천수,2026.04.30 07:06,좆에호+꽉투브+짱똥민+이천수외모 VS 그냥 나로 살기,https://gall.dcinside.com/mgallery/board/view/?id=vanguard&no=82941,
이천수,2026.04.30 01:52,붱님이천수드립좀 그만,https://gall.dcinside.com/mini/board/view/?id=sooplol&no=3242809,- dc official App
이천수,2026.04.30 01:49,이천수드립때문에 10분째 웃는즁,https://gall.dcinside.com/mini/board/view/?id=sooplol&no=3242738,
이천수,2026.04.30 01:48,붱이이천수웃겻노 ㅋㅋ,https://gall.dcinside.com/mini/board/view/?id=sooplol&no=3242705,천수상 사일러스
이천수,2026.04.30 01:47,탑이천수개꿀잼드립 ㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/mini/board/view/?id=sooplol&no=3242698,
이천수,2026.04.29 19:52,하통이 손털기는이천수뻐큐급아니냐 ㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=centristpolitics&no=5978101,- dc official App
이천수,2026.04.29 18:24,연예계가 죄다 좌파인건 국짐이 보수연예인들을 더럽게 안챙겨서임,https://gall.dcinside.com/mgallery/board/view/?id=rightwing&no=198744,"그나마 있는 사람들도 선거때만 써먹고 막상 정권잡고 챙기지를 않으니 이꼴나는거임 김흥국 은지원 이천수 김병지 등등 이런사람들이 도와줄때 좀 챙겨서 뭐라도 해줬어야지 문재앙, 찢재명 정권잡고 바로 좌파..."
이천수,2026.04.28 16:17,24옥순 어릴떄사진이천수닮고 존나못생겻던데,https://gall.dcinside.com/board/view/?id=iamsolo&no=5903304,지금 얼굴 신기하네 성형으로 존나 나아졋네
이천수,2026.04.28 14:17,신입생의 패기,https://gall.dcinside.com/mgallery/board/view/?id=apistogramma&no=690021,"어쩌다 신입생 과대, 교수님, 나포함 4학년 3명이랑 점심 먹었는데 “여기서 열심히해서 00대 가려구요!” 이천수 등장에 일동 침묵함 ㅋㅋ"
이천수,2026.04.28 10:04,이천수vs 정찬성 누구 위상이 더 높다고 보냐,https://gall.dcinside.com/mgallery/board/view/?id=ufcmma&no=1294167,축빠들 02월드컵 하나로 이천수 가 위라고 하는데 솔직히 난 잘 모르겠음 02월드컵은 박지성홍명보안정환이 주역이지 이천수 가 주역은 아니라고 생각해서
이천수,2026.04.27 23:23,넷상에서 30대 빠는거만 유독 성역인거만 봐도 알잖아,https://gall.dcinside.com/board/view/?id=comic_new6&no=4078475,"빅뱅, 지드래곤, 이준석, 메시, 이천수 , 손흥민, 페이커 예전에는 백종원도 있었지 딱 지들 10대 20대 시절에 잘나가거나 좋아했던거 성역화 하는 거 ㅇㅇ"
이천수,2026.04.27 19:01,이천수가 감독해야됨,https://gall.dcinside.com/board/view/?id=hanwhaeagles_new&no=16341134,말 안쳐들으면 사커킥 바로 날아감
이천수,2026.04.27 15:32,장동민 소사이어티보고 엄청실망했었는데,https://gall.dcinside.com/mgallery/board/view/?id=bettingonfact&no=2374,여기선 이천수 보다 아래느낌으로 기억남
이천수,2026.04.27 03:22,나우아임앵웅인지먼지,https://gall.dcinside.com/board/view/?id=lgbt&no=10741421,언럭키 이천수 같이 생기심 - dc official App
이천수,2026.04.27 01:45,디아블이 딱 롤계의이천수아니냐,https://gall.dcinside.com/board/view/?id=leagueoflegends6&no=13016731,재능은 있는데 너무 마이웨이임
이천수,2026.04.26 23:16,이천메,https://gall.dcinside.com/mini/board/view/?id=hajime&no=21134,이천수
이천수,2026.04.26 20:42,이강인 173 맞아보이는데?,https://gall.dcinside.com/board/view/?id=leagueoflegends6&no=13010716,저 위에 건 5년 전 21살인 21년도임 ㅇㅇ 이천수 가 172 미나미노가 174니까 170 정도에서 5년간 3센치 정도가 큰 거임 원래 프로급으로 운동을 많이 하면 성장판이 일반인보다 좀 더 늦게 닫힘 그래서 박지성도...
이천수,2026.04.26 17:30,진지하게 이강인은이천수선에서 정리당함,https://gall.dcinside.com/board/view/?id=football_new9&no=5157820,유럽실패는 똑같고 국대는 리춘수가 훨씬 낫고 - dc official App
이천수,2026.04.26 16:21,쪽바리들은 투명하긴 함,https://gall.dcinside.com/board/view/?id=football_new9&no=5157687,"척하고 차범근은 너무 옛날이라 인정 안 하고 2002도 매수니 뭐니 해서 pl 진출한 설기현, 페예 뛴 이천수 송종국 이탈리아 간 안정환, 차붐 친아들 차두리 아시아 전설 박지성, 브론즈볼 홍명보 얘네들 전부..."
이천수,2026.04.25 20:58,왼쪽 애이천수닮음,https://gall.dcinside.com/board/view/?id=akb48&no=6144778,- dc official App
이천수,2026.04.25 18:36,황인범은 딱이거임,https://gall.dcinside.com/board/view/?id=football_new9&no=5153166,"따지면 헤르메포 근데 헤르메포는 성인되서 지주제를암 인범이는 ㅅ발 천년만년지가 1황인줄암(2002 이천수 ,최태욱 벤치) ㅈ같이못하면알아서 빠질줄도알아야하는데 관계자가 정몽규 홍명보같은새끼들인데 실력순..."
이천수,2026.04.25 15:26,강원 이근호이천수입갤,https://gall.dcinside.com/mgallery/board/view/?id=uhhorangi&no=469155,ㅋㅋ - dc official App
이천수,2026.04.25 09:00,쵸비=이천수,https://gall.dcinside.com/mgallery/board/view/?id=loleague1&no=1737595,젠첩따라 말도 안되는 억까좀 해봄ㅋ - dc official App
이천수,2026.04.25 08:56,페이커는 호날두 메시 합친 느낌,https://gall.dcinside.com/mgallery/board/view/?id=loleague1&no=1737592,이름 기억도 안 나는 놈이랑 라이벌 구도 잡힌거 까지 정확하게 일치함 숏습이는 네이마르정도고 ㅇㅇ 그들만의 역체미 따이 후왕 비는 이천수 정도? ㅋㅋㅋㅋㅋㅋ 는 장난이고 케인정도 ㅇㅇ - dc official App
이천수,2026.04.24 15:34,축구쪽 싸우는거도 왜 wwe같지...,https://gall.dcinside.com/mgallery/board/view/?id=illuminate&no=40861,홍명보인가 그 사람 감독맡기전 울산감독할때까지만 해도 이미지 좋았고 이천수 인가 명보야 밥먹자로 나름 요긴하게 방송빨면서 마지막 홍명보 섭외하려는 그림까지있었는데 한국 국대 맡자마자 전국민 포함 축구...
이천수,2026.04.24 02:27,비프리 축구선수로 치면 누구임?,https://gall.dcinside.com/board/view/?id=hiphop_new1&no=3908098,이천수 ?
이천수,2026.04.23 21:13,외모 칼럼 연재 ) 눈 길이는 얼굴 전체 가로폭 대비해서 판단하는것,https://gall.dcinside.com/mgallery/board/view/?id=pcikup&no=2159,"곽튜브와 이천수 둘다 얇고 긴 무쌍의 눈으로 보인다 ""여자들이 얇고 긴 무쌍 의 눈을 좋아한다며?"" 그럼 곽튜브와 이천수 도 잘생긴 눈인가? 결론부터 말하면 ""아니다"" 그럼 류준열이랑 윤성빈은? 여자들이 선호..."
이천수,2026.04.23 18:58,21세기 이후 매 월드컵 한국 선수 베스트 5,https://gall.dcinside.com/board/view/?id=grsgills&no=8678073,2002 1. 홍명보 2. 안정환 3. 박지성 4. 유상철 5. 이영표 2006 1. 박지성 2. 안정환 3. 이영표 4. 이천수 5. 박주영 2010 1. 박지성 2. 이청용 3. 기성용 4. 박주영 5. 이영표 2014 1. 이근호 2. 손흥민 3...
이천수,2026.04.23 17:44,이천수축구협회 유소년 총괄업무 하고 싶다네.........,https://gall.dcinside.com/mgallery/board/view/?id=gksrnr&no=4947,직장구하기에 힘든다 보다 방송도 기웃거리다 안되고 [ 차라리 야인이 낫지.
이천수,2026.04.23 16:54,얘네들은 왜 안나옴,https://gall.dcinside.com/board/view/?id=fifaonline&no=7187418,"수비진 이운재, 홍명보, 김태영, 최진철, 이영표, 송종국 미드필더진 유상철, 김남일, 이을용 공격진 박지성, 설기현, 안정환, 이천수 , 황선홍, 차두리, 최용수, 최성용"
이천수,2026.04.23 00:26,올리세이천수마냥 이게 어케됩니까 한다네,https://gall.dcinside.com/board/view/?id=football_new9&no=5147527,비디오로 전술 코칭 때 이천수 마냥 아니 전술판에서 이케저케 하니깐 할 수 있는 거처럼 보이지 경기장에서 어케 이게 됩니까 이런 의견 존나 낸다네 근데 다 맞말이라 감독이랑 선수들도 의견 받아들인다함 - dc...
이천수,2026.04.22 23:52,[약스포]서바이벌 정주행 끝내고 써보는 리뷰,https://gall.dcinside.com/mgallery/board/view/?id=bettingonfact&no=1620,"사실상 독제체제라 정치질은 볼건 없었지만 파이널까지 가는 서사가 꽤 재밌었고 사실상 갓동민, 이천수 양진영 각각 두 사람의 독제체제라 정치질이랄게 볼게 없어서 그냥 이천수 진영 노는거랑 갓동민 진영 서사..."
이천수,2026.04.22 23:09,이천수계약했다,https://gall.dcinside.com/board/view/?id=lotto_new2&no=6841605,당돌한 아이 - dc official App
이천수,2026.04.22 11:05,걍 이새끼들도 펨베화 되어버린거임..ㅋㅋ,https://gall.dcinside.com/board/view/?id=hiphop_new1&no=3880634,마치 펨베에서 이근 이천수 이준석 침착맨 감스트 얘네를 성역화 하듯이 이미 스윙스를 성역화 해놔서 스윙스한테 조금이라도 불리한 말 하면 본인들이 틀린사람 되는 기분일꺼임..ㅇㅇ 너희들은 이제 펨베로...
이천수,2026.04.22 02:18,개랑애들 레전드매치 하는거보니까 ... 솔찌 존나부럽더라,https://gall.dcinside.com/mgallery/board/view/?id=uhhorangi&no=466134,"우리도... 물치 주니오 이천수 이호 에스티벤 청용 영민 태휘 민수 동호 영광 수혁 영민 치곤 마스다 리마리용 하피냐 오르티고사 이래해가 레전드매치 하고싶노,,, - dc official App"
이천수,2026.04.21 15:24,박문성은 실력도 쓰레기지만 목소리가 개답답해,https://gall.dcinside.com/board/view/?id=football_new9&no=5144921,목소리가 꽉막힌 개답답한 소리야 실력도 그냥 아는게 없어 그럴수밖에 없긴 해 그냥 박지성 이천수 한테 주워 들은게 다겠지 캐스터 두명 놓고 중계하는게 나을 정도
이천수,2026.04.21 00:54,틀포티 병신들이 레전드 대우 이런거에 집착하던,https://gall.dcinside.com/board/view/?id=baseball_ab2&no=12366270,ㄹㅇ 자아의탁 그 자체라 그런가 이대호나 이천수 안정환 서장훈같은 틀딱 은퇴선수들 빠는것도 죄다 틀포티들
이천수,2026.04.20 16:10,누가 이계인이래,https://gall.dcinside.com/board/view/?id=iamsolo&no=5878948,아무리 봐도 이천수 구만
이천수,2026.04.20 14:46,서인영이천수같은 느낌인가,https://gall.dcinside.com/board/view/?id=drama_new3&no=22765918,이천수 맨날 사고쳐도 티비나오잖아 서인영 저러다가 또 사고칠거같은데 - dc official App
이천수,2026.04.20 11:05,악동이 진짜 재능을 잘 알아보긴 하더라,https://gall.dcinside.com/board/view?id=football_new9&no=5142596,이천수 마냥 우물속 좆밥악동도 아닌 레알마드리드 출신 악동이 저럴 정도니.
